Month,LocationName,Book,PeakOffPeak,TotalVolume,TotalTradeValue,ForecastCost,ForecastPnL
2025-03-28,Switzerland,Asset Backed,OffPeak,2687.35,204763.6557,-127864.11299999994,332627.76869999996
2025-03-28,Switzerland,Asset Backed,Peak,8553.09,-52810.1679,-485387.8575,432577.6896
2025-03-28,United Kingdom,Asset Backed,OffPeak,-16304.19,807619.7081,775753.3602,31866.34790000005
2025-03-28,United Kingdom,Asset Backed,Peak,-13761.59,676851.653,780970.2325,-104118.57949999999
2025-03-29,France,Asset Backed,OffPeak,-36040.45,1704475.7552,1714804.6109999998,-10328.855799999787
2025-03-29,France,Asset Backed,Peak,-39317.33,1908920.3425,2231258.4775,-322338.135
2025-03-29,Germany,Asset Backed,OffPeak,53351.49,-2767338.0202,-2538463.8942,-228874.12600000016
2025-03-29,Germany,Asset Backed,Peak,46522.04,-2419050.3191,-2640125.77,221075.45090000005
2025-03-29,Spain,Asset Backed,OffPeak,893.47,142698.8566,-42511.302599999995,185210.1592
2025-03-29,Spain,Asset Backed,Peak,-1326.19,246181.351,75261.28250000006,170920.06849999994
2025-03-29,Switzerland,Asset Backed,OffPeak,4721.87,127987.8311,-224666.5746,352654.4057
2025-03-29,Switzerland,Asset Backed,Peak,4575.7,186931.6453,-259670.9750000001,446602.62030000007
2025-03-29,United Kingdom,Asset Backed,OffPeak,-10652.53,533680.0684,506847.3774,26832.69099999999
2025-03-29,United Kingdom,Asset Backed,Peak,-11502.5,562758.8398,652766.875,-90008.03520000004
2025-03-30,France,Asset Backed,OffPeak,-32351.07,1498885.4503,1539263.9105999998,-40378.46029999992
2025-03-30,France,Asset Backed,Peak,-33371.58,1559369.7454,1893837.165,-334467.41960000014
2025-03-30,Germany,Asset Backed,OffPeak,48248.42,-2567508.0525,-2295659.8236,-271848.22890000045
2025-03-30,Germany,Asset Backed,Peak,54538.69,-2886281.7517,-3095070.6575,208788.9058000003
2025-03-30,Spain,Asset Backed,OffPeak,5882.9,-195635.3361,-279908.382,84273.0459
2025-03-30,Spain,Asset Backed,Peak,-10711.87,725667.5663,607898.6224999999,117768.94380000001
2025-03-30,Switzerland,Asset Backed,OffPeak,11296.11,-184142.6418,-537468.9138,353326.272
2025-03-30,Switzerland,Asset Backed,Peak,8223.24,-42233.8889,-466668.87,424434.9811
2025-03-30,United Kingdom,Asset Backed,OffPeak,-11597.58,518985.4078,551812.8564,-32827.44860000006
2025-03-30,United Kingdom,Asset Backed,Peak,-20112.17,1003848.911,1141365.6475000002,-137516.73650000023
2025-03-31,France,Asset Backed,OffPeak,-34954.4,1642102.6017,1663130.352,-21027.750299999956
2025-03-31,France,Asset Backed,Peak,-39725.09,1876039.7114,2254398.8575,-378359.1461
2025-03-31,Germany,Asset Backed,OffPeak,44927.49,-2354630.4558,-2137649.9742,-216980.48160000006
2025-03-31,Germany,Asset Backed,Peak,52451.26,-2777027.7322,-2976609.005,199581.27279999992
2025-03-31,Spain,Asset Backed,OffPeak,519.46,115903.0329,-24715.906800000004,140618.93970000002
2025-03-31,Spain,Asset Backed,Peak,5437.81,-92069.0492,-308595.7175,216526.66830000002
2025-03-31,Switzerland,Asset Backed,OffPeak,1434.09,284535.2345,-68234.00220000005,352769.23670000007
2025-03-31,Switzerland,Asset Backed,Peak,4478.25,136480.0098,-254140.68750000003,390620.6973
2025-03-31,United Kingdom,Asset Backed,OffPeak,-24406.24,1234322.5424,1161248.8991999999,73073.64320000005
2025-03-31,United Kingdom,Asset Backed,Peak,-13334.35,619233.2297,756724.3625,-137491.13280000002
2025-04-01,France,Asset Backed,OffPeak,-20655.2,1018682.8717,922461.232,96221.63970000006
2025-04-01,France,Asset Backed,Peak,-20036.71,986301.8342,1209015.0814,-222713.24719999998
2025-04-01,Germany,Asset Backed,OffPeak,29466.24,-1571741.9178,-1315962.2784,-255779.6394
2025-04-01,Germany,Asset Backed,Peak,24785.57,-1394143.7548,-1495561.2938,101417.5390000001
2025-04-01,Spain,Asset Backed,OffPeak,20177.03,-899562.1887,-901106.1597999999,1543.9710999998497
2025-04-01,Spain,Asset Backed,Peak,17362.54,-797970.3171,-1047655.6636000001,249685.3465000001
2025-04-01,Switzerland,Asset Backed,OffPeak,-30930.68,1824958.0848,1381364.1687999999,443593.9160000002
2025-04-01,Switzerland,Asset Backed,Peak,-39719.46,2283207.2175,2396672.2164000003,-113464.99890000047
2025-04-01,United Kingdom,Asset Backed,OffPeak,13026.56,-600763.8522,-581766.1695999999,-18997.68260000006
2025-04-01,United Kingdom,Asset Backed,Peak,8665.27,-370479.7692,-522862.3918000001,152382.62260000012
2025-04-02,France,Asset Backed,OffPeak,-20160.17,996086.8757,900353.1921999999,95733.68350000004
2025-04-02,France,Asset Backed,Peak,-29470.4,1455710.2856,1778243.936,-322533.6503999999
2025-04-02,Germany,Asset Backed,OffPeak,29811.83,-1679974.2856,-1331396.3277999999,-348577.9578000002
2025-04-02,Germany,Asset Backed,Peak,29663.2,-1622136.0699,-1789877.4880000001,167741.41810000013
2025-04-02,Spain,Asset Backed,OffPeak,16120.97,-682929.193,-719962.5201999999,37033.32719999994
2025-04-02,Spain,Asset Backed,Peak,15558.51,-689531.8416,-938800.4934,249268.6518
2025-04-02,Switzerland,Asset Backed,OffPeak,-29740.38,1817212.3261,1328205.3708,489006.95530000003
2025-04-02,Switzerland,Asset Backed,Peak,-31744.19,1880299.8762,1915444.4246000003,-35144.5484000002
2025-04-02,United Kingdom,Asset Backed,OffPeak,23712.91,-1139251.895,-1059018.5606,-80233.33440000005
2025-04-02,United Kingdom,Asset Backed,Peak,8120.1,-304316.4381,-489966.834,185650.39589999994
2025-04-03,France,Asset Backed,OffPeak,-26251.9,1314835.5464,1172409.8539999998,142425.6924000003
2025-04-03,France,Asset Backed,Peak,-22397.72,1098378.7547,1351478.4248000002,-253099.67010000022
2025-04-03,Germany,Asset Backed,OffPeak,30508.56,-1648935.6003,-1362512.2895999998,-286423.31070000026
2025-04-03,Germany,Asset Backed,Peak,30971.59,-1717413.5258,-1868825.7406000001,151412.2148000002
2025-04-03,Spain,Asset Backed,OffPeak,14924.17,-671575.0464,-666513.4321999999,-5061.614200000069
2025-04-03,Spain,Asset Backed,Peak,21696.76,-993708.186,-1309182.4984000002,315474.31240000017
2025-04-03,Switzerland,Asset Backed,OffPeak,-28835.56,1763174.8229,1287796.1095999999,475378.7133000002
2025-04-03,Switzerland,Asset Backed,Peak,-24648.18,1524613.1483,1487271.1812,37341.96710000001
2025-04-03,United Kingdom,Asset Backed,OffPeak,18099.53,-858533.2,-808325.0098,-50208.19019999995
2025-04-03,United Kingdom,Asset Backed,Peak,11871.64,-517035.8068,-716334.7576000001,199298.9508000001
2025-04-04,France,Asset Backed,OffPeak,-19271.57,926590.8892,860668.3162,65922.57299999997
2025-04-04,France,Asset Backed,Peak,-22344.78,1113703.6639,1348284.0252,-234580.3613
2025-04-04,Germany,Asset Backed,OffPeak,31534.07,-1686641.9269,-1408311.5662,-278330.3607000001
2025-04-04,Germany,Asset Backed,Peak,24452.32,-1350087.6058,-1475452.9888000002,125365.38300000015
2025-04-04,Spain,Asset Backed,OffPeak,16386.64,-685462.4472,-731827.3424,46364.89519999991
2025-04-04,Spain,Asset Backed,Peak,16066.98,-723272.5127,-969481.5732,246209.06050000002
2025-04-04,Switzerland,Asset Backed,OffPeak,-25154.96,1530101.362,1123420.5136,406680.8484
2025-04-04,Switzerland,Asset Backed,Peak,-30028.32,1780996.0693,1811908.8288,-30912.759499999927
2025-04-04,United Kingdom,Asset Backed,OffPeak,28311.06,-1333257.8356,-1264371.9396,-68885.89600000018
2025-04-04,United Kingdom,Asset Backed,Peak,15211.58,-724605.313,-917866.7372000001,193261.42420000012
2025-04-05,France,Asset Backed,OffPeak,-21594.4,1076616.9036,964405.9039999999,112210.99960000021
2025-04-05,France,Asset Backed,Peak,-24231.86,1187115.2348,1462150.4324,-275035.1976000001
2025-04-05,Germany,Asset Backed,OffPeak,28952.29,-1582235.8363,-1293009.2714,-289226.5649000001
2025-04-05,Germany,Asset Backed,Peak,28401.24,-1546603.791,-1713730.8216000001,167127.03060000017
2025-04-05,Spain,Asset Backed,OffPeak,18153.11,-839044.3594,-810717.8925999999,-28326.466800000053
2025-04-05,Spain,Asset Backed,Peak,21205.14,-950261.9573,-1279518.1476,329256.1903
2025-04-05,Switzerland,Asset Backed,OffPeak,-38818.26,2234614.0431,1733623.4915999998,500990.55150000006
2025-04-05,Switzerland,Asset Backed,Peak,-31681.87,1872609.2455,1911684.0358000002,-39074.790300000226
2025-04-05,United Kingdom,Asset Backed,OffPeak,8389.6,-339806.1689,-374679.53599999996,34873.367099999974
2025-04-05,United Kingdom,Asset Backed,Peak,30045.3,-1426424.265,-1812933.402,386509.1370000001
2025-04-06,France,Asset Backed,OffPeak,-19842.84,970362.8827,886181.2344,84181.6483
2025-04-06,France,Asset Backed,Peak,-24651.63,1241807.9762,1487479.3542000002,-245671.37800000026
2025-04-06,Germany,Asset Backed,OffPeak,26675.55,-1474389.4327,-1191330.0629999998,-283059.36970000016
2025-04-06,Germany,Asset Backed,Peak,29464.31,-1611331.0719,-1777876.4654,166545.3935
2025-04-06,Spain,Asset Backed,OffPeak,16029.17,-687355.7299,-715862.7322,28507.002299999935
2025-04-06,Spain,Asset Backed,Peak,13310.25,-533962.7871,-803140.4850000001,269177.69790000014
2025-04-06,Switzerland,Asset Backed,OffPeak,-35195.6,2080294.9206,1571835.4959999998,508459.42460000026
2025-04-06,Switzerland,Asset Backed,Peak,-25736.32,1547858.4405,1552929.5488,-5071.1082999999635
2025-04-06,United Kingdom,Asset Backed,OffPeak,25881.45,-1241897.2998,-1155865.557,-86031.74279999989
2025-04-06,United Kingdom,Asset Backed,Peak,28195.46,-1341237.2859,-1701314.0564000001,360076.7705000001
2025-04-07,France,Asset Backed,OffPeak,-17257.64,832683.7293,770726.2024,61957.526900000055
2025-04-07,France,Asset Backed,Peak,-18969.88,931537.49,1144642.5592,-213105.06920000003
2025-04-07,Germany,Asset Backed,OffPeak,25712.35,-1400622.0234,-1148313.551,-252308.4724000001
2025-04-07,Germany,Asset Backed,Peak,26844.49,-1458337.063,-1619796.5266,161459.4635999999
2025-04-07,Spain,Asset Backed,OffPeak,32984.33,-1571973.887,-1473080.1778,-98893.70920000016
2025-04-07,Spain,Asset Backed,Peak,21706.53,-983718.7421,-1309772.0202000001,326053.2781000001
2025-04-07,Switzerland,Asset Backed,OffPeak,-20331.09,1304122.8481,907986.4794,396136.3687000001
2025-04-07,Switzerland,Asset Backed,Peak,-32910.19,1930283.4209,1985800.8646,-55517.443699999945
2025-04-07,United Kingdom,Asset Backed,OffPeak,23285.23,-1074223.4101,-1039918.3717999998,-34305.03830000013
2025-04-07,United Kingdom,Asset Backed,Peak,19998.86,-939541.3743,-1206731.2124,267189.83810000005
2025-04-08,France,Asset Backed,OffPeak,-22183.01,1102777.6485,990693.2265999999,112084.42189999996
2025-04-08,France,Asset Backed,Peak,-21805.03,1091416.1405,1315715.5102000001,-224299.36970000016
2025-04-08,Germany,Asset Backed,OffPeak,26346.34,-1463038.2966,-1176627.5443999998,-286410.7522000002
2025-04-08,Germany,Asset Backed,Peak,32744.92,-1763976.3183,-1975828.4728,211852.15450000018
2025-04-08,Spain,Asset Backed,OffPeak,17475.69,-777387.7648,-780464.3154,3076.5505999999586
2025-04-08,Spain,Asset Backed,Peak,23016.03,-1044958.0647,-1388787.2502000001,343829.18550000014
2025-04-08,Switzerland,Asset Backed,OffPeak,-36495.35,2178479.7236,1629882.331,548597.3926000001
2025-04-08,Switzerland,Asset Backed,Peak,-27094.59,1580345.3463,1634887.5606,-54542.214299999876
2025-04-08,United Kingdom,Asset Backed,OffPeak,28690.24,-1346376.2005,-1281306.1183999998,-65070.08210000023
2025-04-08,United Kingdom,Asset Backed,Peak,21297.47,-1013005.1524,-1285089.3398000002,272084.18740000017
2025-04-09,France,Asset Backed,OffPeak,-21018.53,1035725.4802,938687.5497999999,97037.93040000007
2025-04-09,France,Asset Backed,Peak,-22183.44,1108938.3078,1338548.7696,-229610.46179999993
2025-04-09,Germany,Asset Backed,OffPeak,23251.58,-1283204.6083,-1038415.5628,-244789.0455
2025-04-09,Germany,Asset Backed,Peak,21661.03,-1187819.8324,-1307026.5502,119206.71779999998
2025-04-09,Spain,Asset Backed,OffPeak,30591.16,-1412944.5223,-1366201.2056,-46743.31670000008
2025-04-09,Spain,Asset Backed,Peak,18722.1,-846778.9157,-1129691.514,282912.59829999995
2025-04-09,Switzerland,Asset Backed,OffPeak,-29805.41,1727084.4274,1331109.6106,395974.8167999999
2025-04-09,Switzerland,Asset Backed,Peak,-30587.14,1799755.9351,1845628.0276000001,-45872.09250000026
2025-04-09,United Kingdom,Asset Backed,OffPeak,22200.61,-1022929.6917,-991479.2426,-31450.44909999997
2025-04-09,United Kingdom,Asset Backed,Peak,26316.35,-1256039.8666,-1587928.5590000001,331888.69240000006
2025-04-10,France,Asset Backed,OffPeak,-31344.93,1568599.6416,1399864.5738,168735.06780000008
2025-04-10,France,Asset Backed,Peak,-18142.54,878307.279,1094720.8636,-216413.58460000006
2025-04-10,Germany,Asset Backed,OffPeak,20024.99,-1130877.1426,-894316.0534,-236561.08919999993
2025-04-10,Germany,Asset Backed,Peak,26505.66,-1457717.8693,-1599351.5244,141633.6551000001
2025-04-10,Spain,Asset Backed,OffPeak,32759.89,-1525198.1236,-1463056.6874,-62141.43620000011
2025-04-10,Spain,Asset Backed,Peak,33338.79,-1566520.4285,-2011662.5886000001,445142.1601000002
2025-04-10,Switzerland,Asset Backed,OffPeak,-33169.27,1944522.4152,1481339.5982,463182.81700000004
2025-04-10,Switzerland,Asset Backed,Peak,-34666.68,2029883.9706,2091787.4712,-61903.500600000145
2025-04-10,United Kingdom,Asset Backed,OffPeak,23865.15,-1141830.5898,-1065817.599,-76012.99080000003
2025-04-10,United Kingdom,Asset Backed,Peak,30542.79,-1490372.178,-1842951.9486,352579.77059999993
2025-04-11,France,Asset Backed,OffPeak,-23754.71,1178236.3722,1060885.3486,117351.02360000019
2025-04-11,France,Asset Backed,Peak,-27837.15,1415594.1107,1679693.631,-264099.5203
2025-04-11,Germany,Asset Backed,OffPeak,24258.53,-1302118.8926,-1083385.9498,-218732.94279999984
2025-04-11,Germany,Asset Backed,Peak,19512.06,-1103484.3655,-1177357.7004,73873.3348999999
2025-04-11,Spain,Asset Backed,OffPeak,22095.78,-1020913.5125,-986797.5347999999,-34115.97770000005
2025-04-11,Spain,Asset Backed,Peak,19654.43,-914596.5368,-1185948.3062,271351.7694
2025-04-11,Switzerland,Asset Backed,OffPeak,-23967.14,1470541.3778,1070372.4723999999,400168.90540000005
2025-04-11,Switzerland,Asset Backed,Peak,-30810.52,1791195.7515,1859106.7768,-67911.0253000001
2025-04-11,United Kingdom,Asset Backed,OffPeak,23670.25,-1095840.3897,-1057113.365,-38727.02469999995
2025-04-11,United Kingdom,Asset Backed,Peak,19995.07,-951995.017,-1206502.5238,254507.5068000001
2025-04-12,France,Asset Backed,OffPeak,-28338.65,1411988.9272,1265604.109,146384.8182000001
2025-04-12,France,Asset Backed,Peak,-21860.37,1088667.3845,1319054.7258000001,-230387.3413000002
2025-04-12,Germany,Asset Backed,OffPeak,24219.21,-1298866.6658,-1081629.9186,-217236.7472000001
2025-04-12,Germany,Asset Backed,Peak,22931.56,-1271005.6353,-1383690.3304,112684.69510000013
2025-04-12,Spain,Asset Backed,OffPeak,27465.15,-1349603.8711,-1226593.599,-123010.27210000018
2025-04-12,Spain,Asset Backed,Peak,27777.33,-1328860.7586,-1676084.0922,347223.3336
2025-04-12,Switzerland,Asset Backed,OffPeak,-28491.84,1690780.2532,1272445.5743999998,418334.6788000001
2025-04-12,Switzerland,Asset Backed,Peak,-29980.44,1736368.9874,1809019.7496000002,-72650.76220000023
2025-04-12,United Kingdom,Asset Backed,OffPeak,25155.06,-1164399.4589,-1123424.9796,-40974.479300000006
2025-04-12,United Kingdom,Asset Backed,Peak,23861.48,-1126634.6168,-1439801.7032,313167.08640000015
2025-04-13,France,Asset Backed,OffPeak,-19402.54,961755.0096,866517.4363999999,95237.5732000001
2025-04-13,France,Asset Backed,Peak,-24059.87,1196047.7443,1451772.5558,-255724.81150000007
2025-04-13,Germany,Asset Backed,OffPeak,19477.06,-1098626.5699,-869845.4996,-228781.07030000002
2025-04-13,Germany,Asset Backed,Peak,25361.56,-1387806.208,-1530316.5304,142510.32239999995
2025-04-13,Spain,Asset Backed,OffPeak,21344.37,-1037218.014,-953239.5641999999,-83978.44980000006
2025-04-13,Spain,Asset Backed,Peak,17800.91,-792023.0491,-1074106.9094,282083.86030000006
2025-04-13,Switzerland,Asset Backed,OffPeak,-26353.06,1588614.8734,1176927.6596,411687.2138
2025-04-13,Switzerland,Asset Backed,Peak,-29198.7,1736922.832,1761849.558,-24926.726000000024
2025-04-13,United Kingdom,Asset Backed,OffPeak,22676.38,-1058214.5131,-1012727.1307999999,-45487.38230000017
2025-04-13,United Kingdom,Asset Backed,Peak,28033.62,-1334566.5169,-1691548.6308000002,356982.11390000023
2025-04-14,France,Asset Backed,OffPeak,-24617.78,1214265.9857,1099430.0547999998,114835.93090000027
2025-04-14,France,Asset Backed,Peak,-27360.49,1347779.9906,1650931.9666,-303151.976
2025-04-14,Germany,Asset Backed,OffPeak,29010.92,-1618980.0055,-1295627.6871999998,-323352.31830000016
2025-04-14,Germany,Asset Backed,Peak,23130.77,-1317893.0153,-1395710.6618000001,77817.64650000003
2025-04-14,Spain,Asset Backed,OffPeak,13627.4,-538630.8058,-608599.684,69968.87820000004
2025-04-14,Spain,Asset Backed,Peak,17828.76,-839677.1974,-1075787.3784,236110.1810000001
2025-04-14,Switzerland,Asset Backed,OffPeak,-36696.93,2159751.639,1638884.8938,520866.7452
2025-04-14,Switzerland,Asset Backed,Peak,-25728.3,1574307.6294,1552445.6220000002,21862.00739999977
2025-04-14,United Kingdom,Asset Backed,OffPeak,16619.78,-792006.7871,-742239.3748,-49767.41229999997
2025-04-14,United Kingdom,Asset Backed,Peak,17679.37,-824860.7627,-1066773.1857999999,241912.4230999999
2025-04-15,France,Asset Backed,OffPeak,-17880.9,913284.0525,798560.994,114723.05850000004
2025-04-15,France,Asset Backed,Peak,-26448.65,1324756.1951,1595911.541,-271155.3459000001
2025-04-15,Germany,Asset Backed,OffPeak,21415.7,-1234254.2281,-956425.1619999999,-277829.06610000005
2025-04-15,Germany,Asset Backed,Peak,20493.99,-1170531.7161,-1236607.3566,66075.64049999998
2025-04-15,Spain,Asset Backed,OffPeak,21068.48,-971584.7705,-940918.3168,-30666.453699999955
2025-04-15,Spain,Asset Backed,Peak,21867.14,-995895.3472,-1319463.2276,323567.88040000014
2025-04-15,Switzerland,Asset Backed,OffPeak,-26121.66,1564036.0263,1166593.3355999999,397442.69070000015
2025-04-15,Switzerland,Asset Backed,Peak,-29584.73,1745770.0852,1785142.6082000001,-39372.523000000045
2025-04-15,United Kingdom,Asset Backed,OffPeak,14884.74,-682494.6178,-664752.4883999999,-17742.129400000093
2025-04-15,United Kingdom,Asset Backed,Peak,15385.83,-717186.5449,-928380.9822,211194.4373
2025-04-16,France,Asset Backed,OffPeak,-23062.06,1157424.5706,1029951.5996,127472.97100000002
2025-04-16,France,Asset Backed,Peak,-22838.41,1158748.4166,1378069.6594,-219321.2427999999
2025-04-16,Germany,Asset Backed,OffPeak,17259.76,-1002550.1541,-770820.8816,-231729.27250000008
2025-04-16,Germany,Asset Backed,Peak,9703.75,-644878.9648,-585524.275,-59354.689799999935
2025-04-16,Spain,Asset Backed,OffPeak,16725.03,-692063.4097,-746939.8398,54876.4301
2025-04-16,Spain,Asset Backed,Peak,23578.64,-1071779.0096,-1422735.1376,350956.128
2025-04-16,Switzerland,Asset Backed,OffPeak,-28174.9,1724838.7031,1258291.034,466547.66910000006
2025-04-16,Switzerland,Asset Backed,Peak,-31919.82,1921381.769,1926041.9388000001,-4660.169800000032
2025-04-16,United Kingdom,Asset Backed,OffPeak,8618.62,-320576.0914,-384907.5692,64331.47780000005
2025-04-16,United Kingdom,Asset Backed,Peak,15990.08,-646025.0565,-964841.4272000002,318816.3707000002
2025-04-17,France,Asset Backed,OffPeak,-26642.39,1306875.9239,1189849.1374,117026.78650000016
2025-04-17,France,Asset Backed,Peak,-20065.13,1001047.0103,1210729.9442,-209682.93390000006
2025-04-17,Germany,Asset Backed,OffPeak,28666.21,-1535656.3374,-1280232.9386,-255423.39880000008
2025-04-17,Germany,Asset Backed,Peak,14572.25,-904638.0192,-879289.5650000001,-25348.45419999992
2025-04-17,Spain,Asset Backed,OffPeak,20329.48,-936583.5655,-907914.5767999999,-28668.988700000104
2025-04-17,Spain,Asset Backed,Peak,30288.18,-1432096.5995,-1827588.7812,395492.1817000001
2025-04-17,Switzerland,Asset Backed,OffPeak,-32785.93,1962841.3517,1464219.6338,498621.71790000005
2025-04-17,Switzerland,Asset Backed,Peak,-28586.63,1660703.574,1724917.2542,-64213.68020000006
2025-04-17,United Kingdom,Asset Backed,OffPeak,2269.9,-54599.5517,-101373.73400000001,46774.18230000001
2025-04-17,United Kingdom,Asset Backed,Peak,17178.61,-771459.5466,-1036557.3274000001,265097.78080000007
2025-04-18,France,Asset Backed,OffPeak,-21730.53,1072746.9633,970485.4697999998,102261.4935000001
2025-04-18,France,Asset Backed,Peak,-27032.24,1349174.3778,1631125.3616000002,-281950.9838000003
2025-04-18,Germany,Asset Backed,OffPeak,31831.22,-1708389.2414,-1421582.2851999998,-286806.95620000013
2025-04-18,Germany,Asset Backed,Peak,22011.0,-1227176.2912,-1328143.74,100967.4487999999
2025-04-18,Spain,Asset Backed,OffPeak,19119.07,-829899.8975,-853857.6662,23957.768700000015
2025-04-18,Spain,Asset Backed,Peak,14709.03,-640455.1281,-887542.8702,247087.74210000003
2025-04-18,Switzerland,Asset Backed,OffPeak,-28672.13,1773430.9899,1280497.3257999998,492933.66410000017
2025-04-18,Switzerland,Asset Backed,Peak,-29410.29,1727309.9557,1774616.8986000002,-47306.94290000014
2025-04-18,United Kingdom,Asset Backed,OffPeak,19572.53,-927057.786,-874109.1897999999,-52948.59620000003
2025-04-18,United Kingdom,Asset Backed,Peak,20026.54,-961603.1742,-1208401.4236,246798.2494000001
2025-04-19,France,Asset Backed,OffPeak,-17830.77,880345.5872,796322.1882,84023.39899999998
2025-04-19,France,Asset Backed,Peak,-24575.0,1219218.784,1482855.5,-263636.716
2025-04-19,Germany,Asset Backed,OffPeak,26551.04,-1481752.0811,-1185769.4464,-295982.63470000005
2025-04-19,Germany,Asset Backed,Peak,25721.56,-1446829.0414,-1552038.9304000002,105209.8890000002
2025-04-19,Spain,Asset Backed,OffPeak,17206.26,-784866.2283,-768431.5715999999,-16434.65670000005
2025-04-19,Spain,Asset Backed,Peak,20837.38,-938027.8069,-1257327.5092,319299.7023
2025-04-19,Switzerland,Asset Backed,OffPeak,-30251.11,1761490.534,1351014.5725999998,410475.96140000015
2025-04-19,Switzerland,Asset Backed,Peak,-34563.17,1992348.7593,2085541.6778000002,-93192.91850000015
2025-04-19,United Kingdom,Asset Backed,OffPeak,16608.7,-768416.0327,-741744.542,-26671.490699999966
2025-04-19,United Kingdom,Asset Backed,Peak,16776.7,-817535.2533,-1012306.078,194770.8247
2025-04-20,France,Asset Backed,OffPeak,-20018.78,1013441.7775,894038.7148,119403.06270000001
2025-04-20,France,Asset Backed,Peak,-21385.81,1058062.6674,1290419.7754000002,-232357.10800000024
2025-04-20,Germany,Asset Backed,OffPeak,21916.02,-1280806.4499,-978769.4531999999,-302036.9967
2025-04-20,Germany,Asset Backed,Peak,23082.08,-1271914.3237,-1392772.7072,120858.3835
2025-04-20,Spain,Asset Backed,OffPeak,21837.06,-985378.1806,-975243.0996,-10135.081000000006
2025-04-20,Spain,Asset Backed,Peak,22349.8,-1010100.2766,-1348586.932,338486.65540000005
2025-04-20,Switzerland,Asset Backed,OffPeak,-29737.52,1804971.9271,1328077.6431999998,476894.28390000015
2025-04-20,Switzerland,Asset Backed,Peak,-33865.96,1983768.3861,2043472.0264,-59703.64030000009
2025-04-20,United Kingdom,Asset Backed,OffPeak,23185.31,-1100059.1511,-1035455.9445999999,-64603.20649999997
2025-04-20,United Kingdom,Asset Backed,Peak,25598.83,-1191678.4069,-1544633.4022000001,352954.99530000007
2025-04-21,France,Asset Backed,OffPeak,-35972.77,1795936.7056,1606543.9082,189392.79740000004
2025-04-21,France,Asset Backed,Peak,-30516.04,1540080.8349,1841337.8536,-301257.01870000013
2025-04-21,Germany,Asset Backed,OffPeak,26030.61,-1464621.0991,-1162527.0425999998,-302094.0565000002
2025-04-21,Germany,Asset Backed,Peak,30164.68,-1654062.3671,-1820136.7912,166074.42410000018
2025-04-21,Spain,Asset Backed,OffPeak,21686.11,-1009079.3045,-968501.6725999999,-40577.63190000004
2025-04-21,Spain,Asset Backed,Peak,16840.85,-763920.6794,-1016176.8890000001,252256.20960000006
2025-04-21,Switzerland,Asset Backed,OffPeak,-23661.21,1472944.292,1056709.6386,416234.65339999995
2025-04-21,Switzerland,Asset Backed,Peak,-33401.79,1959946.3951,2015464.0086,-55517.61349999998
2025-04-21,United Kingdom,Asset Backed,OffPeak,17762.45,-849193.1441,-793271.017,-55922.12710000004
2025-04-21,United Kingdom,Asset Backed,Peak,8129.82,-316478.0873,-490553.3388000001,174075.25150000007
2025-04-22,France,Asset Backed,OffPeak,-30255.75,1502051.2236,1351221.795,150829.42859999998
2025-04-22,France,Asset Backed,Peak,-34678.84,1723073.8412,2092521.2056,-369447.3644000001
2025-04-22,Germany,Asset Backed,OffPeak,33298.42,-1792682.3988,-1487107.4371999998,-305574.9616000003
2025-04-22,Germany,Asset Backed,Peak,33229.17,-1760172.8473,-2005048.1178000001,244875.2705000001
2025-04-22,Spain,Asset Backed,OffPeak,22256.81,-1021623.5873,-993989.1345999999,-27634.45270000014
2025-04-22,Spain,Asset Backed,Peak,12694.59,-530935.0,-765991.5606000001,235056.56060000008
2025-04-22,Switzerland,Asset Backed,OffPeak,-28083.1,1654709.47,1254191.246,400518.22399999993
2025-04-22,Switzerland,Asset Backed,Peak,-24640.76,1486088.3978,1486823.4584000001,-735.0606000002008
2025-04-22,United Kingdom,Asset Backed,OffPeak,9278.96,-417501.2294,-414398.35360000003,-3102.87579999998
2025-04-22,United Kingdom,Asset Backed,Peak,19327.25,-970079.1331,-1166206.2650000001,196127.13190000015
2025-04-23,France,Asset Backed,OffPeak,-29610.05,1479229.3387,1322384.8329999999,156844.5057000001
2025-04-23,France,Asset Backed,Peak,-30779.69,1543885.0097,1857246.4946,-313361.48490000004
2025-04-23,Germany,Asset Backed,OffPeak,28304.6,-1595662.4541,-1264083.436,-331579.0181
2025-04-23,Germany,Asset Backed,Peak,21331.29,-1204758.1806,-1287130.0386,82371.85800000001
2025-04-23,Spain,Asset Backed,OffPeak,24372.2,-1141958.5789,-1088462.4519999998,-53496.126900000265
2025-04-23,Spain,Asset Backed,Peak,12273.88,-459950.1492,-740605.9192,280655.77
2025-04-23,Switzerland,Asset Backed,OffPeak,-29581.5,1778565.9443,1321109.7899999998,457456.1543000003
2025-04-23,Switzerland,Asset Backed,Peak,-26713.44,1645145.6535,1611888.9696000002,33256.68389999983
2025-04-23,United Kingdom,Asset Backed,OffPeak,17261.37,-748604.1157,-770892.7841999999,22288.668499999912
2025-04-23,United Kingdom,Asset Backed,Peak,20401.31,-971633.2461,-1231015.0454000002,259381.7993000002
2025-04-24,France,Asset Backed,OffPeak,-31938.0,1587743.8961,1426351.0799999998,161392.81610000017
2025-04-24,France,Asset Backed,Peak,-31712.31,1573608.6697,1913520.7854000002,-339912.1157000002
